BRCODE,BRANCH_NAME,CIRCD,CIRCLE,NETWORK,MODCD,MODULE,REGION,POPCD,POPULATION,STATECD,STATE,DISTCD,DISTRICT,MICR,CENTRECD,CENTERNAME
21823,PENUMALLI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002787,,
21824,MAKKAPETA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002706,,
21825,GUNTUPALLI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002584,,
21826,TADIGADAPA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002630,,
21827,KONDAPALLY,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002081,,
21828,PEDANA ROADBRANCHGUDURU.,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002789,,
21845,MANGALAM,17,AMARAVATI A &BU,2,5,TIRUPATI,3,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002036,,
21846,KALLUR,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002027,,
21855, RAILWAY NEW COLONYBRANCHVSP,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002353,,
21858,AMARAVATHI,17,AMARAVATI A &BU,2,4,GUNTUR,2,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002591,,
21859,MAIN ROAD BRANCHTHULLURU,17,AMARAVATI A &BU,2,4,GUNTUR,2,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,522002592,,
21861,THADIKONDA TOWN BRANCH,17,AMARAVATI A &BU,2,4,GUNTUR,2,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002590,,
21862,TADEPALLI BAZAR BRANCH,17,AMARAVATI A &BU,2,4,GUNTUR,2,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002674,,
21883,GARGEYAPURAM,17,AMARAVATI A &BU,2,6,KURNOOL,4,1,Rural,2,ANDHRA PRADESH,22,KURNOOL,518002026,,
21886, PUTTUR ROAD BRANCHKONGAREDDYPALLE,17,AMARAVATI A &BU,2,5,TIRUPATI,4,3,Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002112,,
21888,BUNGLOW BRANCHRAYACHOTI,17,AMARAVATI A &BU,2,5,TIRUPATI,2,2,Semi-Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002625,,
21892,PADERU,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,2,1,Rural,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002506,,
21894,RANGAMPETA,17,AMARAVATI A &BU,1,3,KAKINADA,4,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002529,,
21895, SAI BABA TEMPLE BRANCHDOWLAISWARAM,17,AMARAVATI A &BU,1,3,KAKINADA,1,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002127,,
21897,CACRAJAHMUNDRY,17,AMARAVATI A &BU,1,1,VIJAYAWADA,9,3,Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,0,,
21898,CACAMALAPURAM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,9,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,0,,
21904,BADVEL BAZAR,17,AMARAVATI A &BU,2,5,TIRUPATI,2,3,Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002505,,
21907,COMMERCIAL FINANCE BRANCH,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,4,Metro,2,ANDHRA PRADESH,20,KRISHNA,520002080,,
21908,BAVAJI NAGARBRANCHBALAGA,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,1,Rural,2,ANDHRA PRADESH,36,SRIKAKULAM,532002017,,
21909,KOTHAPETABRANCH KOTABOMMALI,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,1,Rural,2,ANDHRA PRADESH,36,SRIKAKULAM,532002528,,
21913,RTC COMPLEX ROADBRANCHRAMABHADRAPURAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,2,Semi-Urban,2,ANDHRA PRADESH,39,VIZIANAGARAM,535002544,,
21914,G MEDAPADU,17,AMARAVATI A &BU,1,3,KAKINADA,4,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002731,,
21920,NAMBURU BAZAR BRANCH,17,AMARAVATI A &BU,2,4,GUNTUR,2,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002675,,
21921,ATMAKUR TOWN,17,AMARAVATI A &BU,2,5,TIRUPATI,2,2,Semi-Urban,2,ANDHRA PRADESH,30,NELLORE,524002545,,
21922,YENAMALAKUDURU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,4,Metro,2,ANDHRA PRADESH,20,KRISHNA,520002079,,
21923,YADIKI,17,AMARAVATI A &BU,2,6,KURNOOL,1,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002527,,
21932,BAZAR BRANCHURAVAKONDA,17,AMARAVATI A &BU,2,6,KURNOOL,2,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002544,,
21940,TK STREET BRANCHTIRUPATI,17,AMARAVATI A &BU,2,5,TIRUPATI,3,3,Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002037,,
21943,KRISHNAPURAMBRANCH AMADALAVALASA,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,2,Semi-Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002016,,
21944,OBILI,17,AMARAVATI A &BU,2,5,TIRUPATI,2,1,Rural,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002645,,
21947,PERURU,17,AMARAVATI A &BU,1,3,KAKINADA,3,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002309,,
21954,E CHOWDUVADA(KANNURUPALEM),17,AMARAVATI A &BU,1,3,KAKINADA,2,1,Rural,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002684,,
21955,CHEYYERU,17,AMARAVATI A &BU,1,3,KAKINADA,3,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002651,,
21964,NELATUR,17,AMARAVATI A &BU,2,5,TIRUPATI,5,3,Urban,2,ANDHRA PRADESH,30,NELLORE,524002644,,
21965,K N ROAD BRANCHPUTTUR,17,AMARAVATI A &BU,2,5,TIRUPATI,3,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002567,,
21966,PEDDEVAM,17,AMARAVATI A &BU,1,3,KAKINADA,5,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002523,,
21974,JUPUDI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002546,,
21994,UPMAKA AGRAHARAM,17,AMARAVATI A &BU,1,3,KAKINADA,2,1,Rural,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002354,,
21998,GORANTLA,17,AMARAVATI A &BU,2,4,GUNTUR,1,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,520002152,,
22006,J THIMMAPURAM,17,AMARAVATI A &BU,1,3,KAKINADA,4,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002530,,
22015,CHANIKYAPURIBRANCHMADHURAWADA VSP,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,2,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002355,,
22030,VOPPANGI,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,1,Rural,2,ANDHRA PRADESH,36,SRIKAKULAM,532002014,,
22032,BANGARUPALEM BAZAR,17,AMARAVATI A &BU,2,5,TIRUPATI,4,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002113,,
22033,COOPERATIVE COLONYKADAPA,17,AMARAVATI A &BU,2,5,TIRUPATI,1,3,Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002022,,
22039,KUPPAM,17,AMARAVATI A &BU,2,5,TIRUPATI,4,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002705,,
22041,SHIVALAYAM CENTER PRODDATUR,17,AMARAVATI A &BU,2,5,TIRUPATI,1,3,Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002108,,
22044,DUVVA,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002862,,
22045,TEMPLE ROAD BRANCHKATRENIKONA,17,AMARAVATI A &BU,1,3,KAKINADA,3,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002652,,
22047,TEMPLE STREETBRANCHELURU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,3,Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002416,,
22055,CHURCH ROADBRANCHPENDURTHI,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002356,,
22057,GOLLALA KODERU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002665,,
22058,MAIN ROAD BRANCHCHERUKUPALLI,17,AMARAVATI A &BU,2,4,GUNTUR,5,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002605,,
22064,K NAGALAPURAM,17,AMARAVATI A &BU,2,6,KURNOOL,3,1,Rural,2,ANDHRA PRADESH,22,KURNOOL,518002546,,
22069,PEDAMUTHEVI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002667,,
22070,ONE CENTRE BRANCHGOLLAPUDIVIJAYAWADA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,4,Metro,2,ANDHRA PRADESH,20,KRISHNA,520002082,,
22075,KALINGA ROAD,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,3,Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002015,,
22079,CHEMUDUGUNTA,17,AMARAVATI A &BU,2,5,TIRUPATI,5,1,Rural,2,ANDHRA PRADESH,30,NELLORE,524002763,,
22080,DONDAPUDI,17,AMARAVATI A &BU,1,3,KAKINADA,2,1,Rural,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002625,,
22086,KAMBHAMPADU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002585,,
22087,SIRIGUDINAGARBRANCHYENDADAVISHAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,2,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002336,,
22093,DB COLONY HINDUPUR,17,AMARAVATI A &BU,2,6,KURNOOL,2,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002107,,
22094,HANUMESH NAGAR-GUNTAKAL,17,AMARAVATI A &BU,2,6,KURNOOL,2,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002307,,
22100,CHILDRENS PARK NELLORE,17,AMARAVATI A &BU,2,5,TIRUPATI,5,3,Urban,2,ANDHRA PRADESH,30,NELLORE,524002031,,
22101,POTHURU,17,AMARAVATI A &BU,2,4,GUNTUR,2,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,520002153,,
22104,PARAMESWARA MANGALAM,17,AMARAVATI A &BU,2,5,TIRUPATI,4,1,Rural,2,ANDHRA PRADESH,6,CHITTOOR,517002568,,
22105,MORAMPUDIRAJAHMUNDRY,17,AMARAVATI A &BU,1,3,KAKINADA,1,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002128,,
22108,TOWN BRANCHVINUKONDA,17,AMARAVATI A &BU,2,4,GUNTUR,3,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002548,,
22109,CHEEPURUPALLI,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,2,Semi-Urban,2,ANDHRA PRADESH,39,VIZIANAGARAM,535002523,,
22111,BAZAR BRANCHBANAGANAPALLY,17,AMARAVATI A &BU,2,6,KURNOOL,4,2,Semi-Urban,2,ANDHRA PRADESH,22,KURNOOL,518002635,,
29995,MINI CPC,17,AMARAVATI A &BU,1,1,VIJAYAWADA,9,3,Urban,2,ANDHRA PRADESH,30,NELLORE,0,,
30434,SHRINAGARVISAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,,8120009,VISAKHAPATNAM
31716,KANNYAPETABRANCHVSP,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002307,,
32180,GUNADALA CENTRE BRANCHVIJAYAWADA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,4,Metro,2,ANDHRA PRADESH,20,KRISHNA,520002056,,
32390,PANDARIPURAM BRANCHGUNTUR,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,3,Urban,2,ANDHRA PRADESH,12,GUNTUR,520002134,,
32632,MADHAVNAGARKAKINADA,17,AMARAVATI A &BU,1,3,KAKINADA,4,3,Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002025,,
32645,KOMARAGIRI,17,AMARAVATI A &BU,1,3,KAKINADA,4,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002026,,
32659,NORI HOSPITAL ROADVIJAYAVADA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,3,Urban,2,ANDHRA PRADESH,20,KRISHNA,520002061,,
32694,KRM COLONYVISAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,3,Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002315,,
32702,SIVAPURAM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002704,,
40002,SOCIETY COLONYMADANAPALLE,17,AMARAVATI A &BU,2,5,TIRUPATI,4,3,Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002204,,
40003,PUNGANURU,17,AMARAVATI A &BU,2,5,TIRUPATI,4,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002664,,
40004,PALACE ROAD BRANCHKUPPAM,17,AMARAVATI A &BU,2,5,TIRUPATI,4,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002704,,
40005,DHANA LAXMI ROAD BRANCHHINDUPUR,17,AMARAVATI A &BU,2,6,KURNOOL,2,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002105,,
40301,PARK LANEBRANCHARUNDALPETGUNTUR,17,AMARAVATI A &BU,2,4,GUNTUR,1,3,Urban,2,ANDHRA PRADESH,12,GUNTUR,520002136,,
40359,N.R.P. ROAD BRANCHVIJAYAWADA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,3,Urban,2,ANDHRA PRADESH,20,KRISHNA,520002059,,
40375,BALAJI COLONY BRANCHTIRUPATI,17,AMARAVATI A &BU,2,5,TIRUPATI,3,3,Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002029,,
40455,JAMPETA BRANCHRAJAHMUNDRY,17,AMARAVATI A &BU,1,3,KAKINADA,1,3,Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002120,,
40461,G H ROAD BRANCHADONI,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002205,,
40531,BHANUGUDI CENTREKAKINADA,17,AMARAVATI A &BU,1,3,KAKINADA,4,3,Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002024,,
40546,M V P DOUBLE ROAD BRANCHVSP,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002312,,
40699,KING MARKETBRANCHKURNOOL,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002015,,
40925,NSC BOSE ROAD BRANCHTANUKU,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002205,,
40927,POSTAL COLONY BRANCHCHITTOOR,17,AMARAVATI A &BU,2,5,TIRUPATI,4,3,Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002110,,
40928,PRT CIRCLE BRANCHDHARMAVARAM,17,AMARAVATI A &BU,2,6,KURNOOL,2,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002204,,
40929,OLD TOWNBRANCHANANTAPUR,17,AMARAVATI A &BU,2,6,KURNOOL,1,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002015,,
40931,ROBERTSONPET BRANCH Mahilipatnam,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,3,Urban,2,ANDHRA PRADESH,20,KRISHNA,520002405,,
40949,KRISHNA NAGARGUNTUR,17,AMARAVATI A &BU,2,4,GUNTUR,1,3,Urban,2,ANDHRA PRADESH,12,GUNTUR,520002137,,
40957,BRINDHAVANAMBRANCH NELLORE,17,AMARAVATI A &BU,2,5,TIRUPATI,5,3,Urban,2,ANDHRA PRADESH,30,NELLORE,524002024,,
40961,RING ROAD BRANCH,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,3,Urban,2,ANDHRA PRADESH,39,VIZIANAGARAM,535002015,,
40962,KANNANAGAR BRANCHVIJAYAWADA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,3,Urban,2,ANDHRA PRADESH,20,KRISHNA,520002060,,
40994, SRINIVASA NAGARBRANCH NANDYAL,17,AMARAVATI A &BU,2,6,KURNOOL,4,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,518002109,,
41024,DOUBLE ROADBRANCHKURMANNAPALEM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002314,,
41025,INDIRANAGARBRANCHGOPALAPATNAMVSP,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002313,,
41027,SUJATHA NAGARBRANCHONGOLE,17,AMARAVATI A &BU,2,4,GUNTUR,4,3,Urban,2,ANDHRA PRADESH,34,PRAKASAM,523002011,,
50577,VIJAYAWADA (SAMBHAMURTHY ROAD),17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,3,Urban,2,ANDHRA PRADESH,20,KRISHNA,520002057,,
50579,VISHAKAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002308,,
51543,VISAKHAPATANAM (MONEY SHOPPE) AVN COLLEGE,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,3,Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002309,,
60409,JAGADAMBA CENTREVISHAKHAPATTANAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002050,8120009,VISAKHAPATNAM
61020,AMARAVATI ADM & BUS UNIT,17,AMARAVATI A &BU,0,1,VIJAYAWADA,0,4,Metro,77,TELANGANA,14,HYDERABAD,,8000009,HYDERABAD
70499,VISAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,2,Semi-Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002310,,
70540,VIJAYAWADA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002058,,
70625,GUNTUR,17,AMARAVATI A &BU,2,4,GUNTUR,1,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,520002135,,
70649,TIRUPATI,17,AMARAVATI A &BU,2,5,TIRUPATI,3,4,Metro,2,ANDHRA PRADESH,6,CHITTOOR,517002028,,
71152,SEETHAMMADHARA,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,2,Semi-Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002311,,
71227,GUDAVALLI KRISHNA DISTRICT AP,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002631,,
1111,GLOBAL MARKETS UNITKOLKATA (F.D. KOLKATA),19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,0,4,Metro,44,WEST BENGAL,8,KOLKATA,700002998,1000009,KOLKATA
1999,CENTRAL ACCOUNTS OFFICE,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,0,4,Metro,44,WEST BENGAL,8,KOLKATA,700002991,1000009,KOLKATA
3998,STATE BANK STAFF COLLEGEHYDERABAD,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,2,4,Metro,77,TELANGANA,14,HYDERABAD,500002889,8000009,HYDERABAD
3999,CORP CENTRE ACCOUNTS DEPT,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,3,4,Metro,22,MAHARASHTRA,20,MUMBAI,400002419,6000009,GREATER MUMBAI
4069,GLOBAL LINK SERVICES,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,0,4,Metro,22,MAHARASHTRA,25,MUMBAI SUBURBAN,400002984,6000009,GREATER MUMBAI
4266,CASH MANAGEMENT PRODUCT OPERATIONS CENTRE,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,0,4,Metro,77,TELANGANA,35,RANGAREDDY,400002995,2910009,GREATER MUMBAI
4292,ATM SWITCH CENTRE,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,0,4,Metro,22,MAHARASHTRA,48,THANE,400002980,,
4343,INTEGRATED TRESURY ACCOUNTING UNIT MUMBAI,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,0,4,Metro,22,MAHARASHTRA,20,MUMBAI,400002988,,
4430,RTGS DEPTT,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,0,4,Metro,22,MAHARASHTRA,48,THANE,,,
6871,STATE BANK INSTT OF RURAL DEVELOPMENT,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,2,4,Metro,77,TELANGANA,14,HYDERABAD,500002777,,
7705,STATE BANK ACADEMYGURGAON,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,2,3,Urban,10,HARYANA,6,GURGAON,124002999,,
7999,CENTRAL STATIONARY DEPARTMENT,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,0,4,Metro,44,WEST BENGAL,8,KOLKATA,700002501,,
8755,ZONAL INSPECTION OFFICE BANGALORE,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,4,Metro,16,KARNATAKA,2,BANGALORE URBAN,560002966,,
8756,ZONAL INSPECTION OFFICE BHOPAL,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,4,Metro,20,MADHYA PRADESH,10,BHOPAL,462002054,,
8757,ZONAL INSPECTION OFFICE BHUBANESWAR,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,3,Urban,30,ODISHA,17,KHURDA,751002995,,
8758,ZONAL INSPECTION OFFICEJAIPUR,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,3,Urban,34,RAJASTHAN,26,JAIPUR,302002038,,
8759,ZONAL INSPECTION OFFICE LUCKNOW,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,3,Urban,42,UTTAR PRADESH,55,LUCKNOW,226002999,,
8760,ZONAL INSPECTION OFFICEPUNE,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,4,Metro,22,MAHARASHTRA,38,PUNE,400002416,,
8791,SBIICM HYDERABAD,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,2,4,Metro,77,TELANGANA,14,HYDERABAD,500002888,,
9000,AGENCY CLEARING DEPARTMENT,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,0,4,Metro,22,MAHARASHTRA,48,THANE,400002991,,
9282,ZONAL INSPECTION OFFICE PATNA,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,3,Urban,6,BIHAR,38,PATNA,800002098,,
9595,GOVERNMENT ACCOUNTS DEPT,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,0,2,Semi-Urban,22,MAHARASHTRA,48,THANE,,,
10521,DEDICATED ACCOUNTING UNIT(DAU) RURAL BANKING,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,0,4,Metro,22,MAHARASHTRA,48,THANE,400002775,,
11336,INSPECTION AND MANAGEMENT AUDIT DEPT HYD,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,4,Metro,77,TELANGANA,14,HYDERABAD,500002494,,
11338,OFFICE ADMIN DEPT MUMBAI,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,3,4,Metro,22,MAHARASHTRA,20,MUMBAI,400002422,,
11339,ESTATE DEPARTMENT MUMBAI,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,3,4,Metro,22,MAHARASHTRA,20,MUMBAI,400002421,,
11340,ZONAL INSPECTION OFFICECHENNAI,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,4,Metro,38,TAMILNADU,10,CHENNAI,600002900,,
11342,ESTATE DEPARTMENTBELAPUR,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,3,4,Metro,22,MAHARASHTRA,48,THANE,400002418,,
11343,OFFICE ADMIN DEPT BELAPUR,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,3,4,Metro,22,MAHARASHTRA,48,THANE,400002417,,
11344,ZIO KOLKATA,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,2,Semi-Urban,44,WEST BENGAL,8,KOLKATA,700002996,8740363,TIRTHAHALLI
11470,HRMS PROJECT,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,9,4,Metro,22,MAHARASHTRA,20,MUMBAI,400002312,6010488,NAVI MUMBAI
13059,IT FOREIGN OFFICESNAVI MUMBAI,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,9,4,Metro,22,MAHARASHTRA,48,THANE,,6010488,NAVI MUMBAI
13106,KYC/AML/CFT CELL JAIPUR,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,9,4,Metro,34,RAJASTHAN,26,JAIPUR,,8051061,JAIPUR
13523,Z.I.O. GANDHINAGAR,19,CORPORATE CENTRE,0,1,CORP CENTRE ACCOUNTS DEPT,1,3,Urban,8,GUJARAT,14,GANDHINAGAR,,5720008,BHAVNAGAR
13761,IBG ACCOUNTING UNIT MUMBAI,19,CORPORATE CENTRE,0,0,CORPORATE CENTRE,9,4,Metro,22,MAHARASHTRA,20,MUMBAI,,6000009,GREATER MUMBAI
