BRCODE,BRANCH_NAME,CIRCD,CIRCLE,NETWORK,MODCD,MODULE,REGION,POPCD,POPULATION,STATECD,STATE,DISTCD,DISTRICT,MICR,CENTRECD,CENTERNAME
21233,RGUIIIT NUZVID,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002752,,
21236,UNDI ROADBRANCHGANAPAVARAM,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002644,,
21237,GANAPATHI CENTRE BR BHIMADOLE,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002626,,
21238,NIVAGAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,1,Rural,2,ANDHRA PRADESH,36,SRIKAKULAM,532002666,,
21240,BAZARBRANCHPATHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,2,Semi-Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002584,,
21241,TOWNBRANCHPALAKONDA,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,2,Semi-Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002508,,
21242,SECTOR 1 MVP COLONYVISAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002337,,
21246,TURANGI,17,AMARAVATI A &BU,1,3,KAKINADA,4,3,Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002033,,
21247,RAMARAOPETA KAKINADA,17,AMARAVATI A &BU,1,3,KAKINADA,4,3,Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002032,,
21248,SIDDAMTAM ROADBRANCHACHANTA,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002827,,
21249,TOWN BRANCHADDANKI,17,AMARAVATI A &BU,2,4,GUNTUR,3,2,Semi-Urban,2,ANDHRA PRADESH,34,PRAKASAM,523002647,,
21250,MARKAPUR ROADBRANCH DWARAKA TIRUMALA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002628,,
21251,TOWN BRANCHCUMBUM,17,AMARAVATI A &BU,2,4,GUNTUR,4,2,Semi-Urban,2,ANDHRA PRADESH,34,PRAKASAM,523002546,,
21253,ETCHERLA,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,1,Rural,2,ANDHRA PRADESH,36,SRIKAKULAM,532002622,,
21254,TEKKALI BAZAR BRANCH,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,2,Semi-Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002529,,
21255,GOWRIPURAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,2,1,Rural,2,ANDHRA PRADESH,39,VIZIANAGARAM,535002727,,
21256,PANJA VEEDHIBRANCHRAJAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,2,Semi-Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002154,,
21257,PANJA VEEDHIBRANCHICHAPURAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,2,Semi-Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002571,,
21259,VENKATRAMAPURAMNELLORE,17,AMARAVATI A &BU,2,5,TIRUPATI,5,3,Urban,2,ANDHRA PRADESH,30,NELLORE,524002030,,
21263,APHB COLONY GUNTUR,17,AMARAVATI A &BU,2,4,GUNTUR,1,3,Urban,2,ANDHRA PRADESH,20,KRISHNA,520002151,,
21264,ENIKEPADU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,1,4,Metro,2,ANDHRA PRADESH,20,KRISHNA,520002077,,
21279,RAMARAOPETBRANCH NARSIPATNAM,17,AMARAVATI A &BU,1,3,KAKINADA,2,2,Semi-Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002155,,
21280,IDUPULAPAYA KADAPA,17,AMARAVATI A &BU,2,5,TIRUPATI,1,1,Rural,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002784,,
21284,TOWN BRANCHGIDDALUR,17,AMARAVATI A &BU,2,4,GUNTUR,4,2,Semi-Urban,2,ANDHRA PRADESH,34,PRAKASAM,523002525,,
21286,BOYAPALEM,17,AMARAVATI A &BU,2,4,GUNTUR,3,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,522002650,,
21287,TULSINAGARBRANCH YELLAMANCHILI,17,AMARAVATI A &BU,1,3,KAKINADA,2,2,Semi-Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002526,,
21288,RTC COMPLEX ROADBRANCHGAJAPATHI NAGARAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,1,Rural,2,ANDHRA PRADESH,39,VIZIANAGARAM,535002503,,
21289,AKIVEEDU RD UNDI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,4,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002664,,
21290,GOPALAPURAM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002545,,
21291,PANGADI ROAD BR CHAGALLU,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002564,,
21293,BAZARBRANCHKANCHIKACHERLA.,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002523,,
21294,BANTUMILLI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002791,,
21295,KOLLIPARA BAZAR,17,AMARAVATI A &BU,2,4,GUNTUR,5,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002803,,
21296,PRAHLADAPURAM VIZAG,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002342,,
21297,DUVVADA,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002343,,
21299,NALLAJARLA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002807,,
21304,NATAYYAPALEM VIZAG,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002344,,
21305,BAZAR ROADBRANCH 5,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,3,Urban,2,ANDHRA PRADESH,39,VIZIANAGARAM,535002019,,
21306,KAMMI REDDY PALEM BRANCHKOTHAPETA,17,AMARAVATI A &BU,1,3,KAKINADA,3,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002628,,
21307,POST OFFICE ROADBRANCH GUDLAVALERU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002786,,
21311, BICCAVOLU ROAD BRANCHGOLLALA MAMIDADA,17,AMARAVATI A &BU,1,3,KAKINADA,4,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002847,,
21312,CHURCH STREETBRANCH SOMPETA,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,2,Semi-Urban,2,ANDHRA PRADESH,36,SRIKAKULAM,532002572,,
21313,HEERAMANADLAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,4,1,Rural,2,ANDHRA PRADESH,36,SRIKAKULAM,532002665,,
21314,SATYA KAMALA MARKET CENTREBRANCHSEETHANAGARAM,17,AMARAVATI A &BU,1,3,KAKINADA,1,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002787,,
21319,RAITHUPETABRANCHNANDIGAMA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002545,,
21321,MYLAVARAM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002583,,
21322,SIVALAYAM STREETBRANCHPEDDAPURAM,17,AMARAVATI A &BU,1,3,KAKINADA,4,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002527,,
21323,THATIPAKA,17,AMARAVATI A &BU,1,3,KAKINADA,3,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002747,,
21324,RAMALAYAM STREETBRANCH DEVARAPALLI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002546,,
21328,LOCK ROADBRANCHKOLLURU,17,AMARAVATI A &BU,2,4,GUNTUR,5,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,522002730,,
21329,KOTI REDDY PETABRANCHPAMARRU.,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002666,,
21338,YELESWARAM,17,AMARAVATI A &BU,1,3,KAKINADA,2,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002584,,
21345,PHIRANGIPURAM,17,AMARAVATI A &BU,2,4,GUNTUR,2,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002593,,
21354,MARKET ROAD BRANCHMURAMALLA,17,AMARAVATI A &BU,1,3,KAKINADA,3,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002650,,
21361,KL UNIVERSITY VADDESWARAM,17,AMARAVATI A &BU,2,4,GUNTUR,2,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,522002676,,
21385,TRUNK ROAD BRANCHVARADAYAPALEM,17,AMARAVATI A &BU,2,5,TIRUPATI,4,1,Rural,2,ANDHRA PRADESH,6,CHITTOOR,517002826,,
21387,PRATHIPADU,17,AMARAVATI A &BU,1,3,KAKINADA,2,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002583,,
21388,TANUKU ROADBRANCHATHILI,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002773,,
21396,PRATHIPADU BAZAR,17,AMARAVATI A &BU,2,4,GUNTUR,2,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002649,,
21400,VENKATRAMANA COLONYKURNOOL,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002020,,
21405,MUTHUKUR TOWN BRANCH,17,AMARAVATI A &BU,2,5,TIRUPATI,5,2,Semi-Urban,2,ANDHRA PRADESH,30,NELLORE,524002645,,
21409,HIGH WAY ROADBRANCH MARRIPALEM VISHAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002347,,
21410,MACHERLA BAZAR,17,AMARAVATI A &BU,2,4,GUNTUR,3,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002708,,
21411,CHEBROLE BAZAR,17,AMARAVATI A &BU,2,4,GUNTUR,5,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002729,,
21412,BADAMPUDI,17,AMARAVATI A &BU,1,3,KAKINADA,5,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002627,,
21413,BUTTAIGUDEM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002506,,
21416,BAZARBRANCHKOILKUNTLA,17,AMARAVATI A &BU,2,6,KURNOOL,4,2,Semi-Urban,2,ANDHRA PRADESH,22,KURNOOL,518002633,,
21417, KOTIPALLI ROAD BRANCHGOLLAPALEM,17,AMARAVATI A &BU,1,3,KAKINADA,4,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002826,,
21420,JEYPORE ROADBRANCHSALURU,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,2,Semi-Urban,2,ANDHRA PRADESH,39,VIZIANAGARAM,535002204,,
21421,JAIBHAVI ROADBRANCHTIRUVURU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002564,,
21423,BAZARBRANCH PEDANA.,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002785,,
21424,K G ROADBRANCHATMAKUR,17,AMARAVATI A &BU,2,6,KURNOOL,4,2,Semi-Urban,2,ANDHRA PRADESH,22,KURNOOL,518002531,,
21429,MINI CPC RAJAHMUNDRY,17,AMARAVATI A &BU,1,1,VIJAYAWADA,9,3,Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533004898,,
21431,SRIRAMPURAM BHIMAVARAM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,4,3,Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002414,,
21432,MOBARLIPETA AMALAPURAM,17,AMARAVATI A &BU,1,3,KAKINADA,3,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002308,,
21434,BELLARY CHOWRASTA KURNOOL,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002022,,
21435, POOLA BAZARBRANCH KURNOOL,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002021,,
21436,SRI KRISHNADEVARAYA COLONY BRANCHADONI,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002206,,
21437,BAZAR BRANCHRAYADURG,17,AMARAVATI A &BU,2,6,KURNOOL,2,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002584,,
21438,SUBHASH RD ANANTAPUR,17,AMARAVATI A &BU,2,6,KURNOOL,1,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002018,,
21440,BATCHUPETA MACHILIPATNAM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,3,Urban,2,ANDHRA PRADESH,20,KRISHNA,520002406,,
21445,NEHRU BAZAR VISAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002349,,
21457,APPEPDCL BR VISAKHAPATNAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002348,,
21501,CHALLAPALLI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,2,Semi-Urban,2,ANDHRA PRADESH,20,KRISHNA,520002689,,
21502,VALLURU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,4,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002307,,
21504,FIRE STATION CENTREBRANCHCHINTALAPUDI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002583,,
21509,ABBURU,17,AMARAVATI A &BU,2,4,GUNTUR,2,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,522002505,,
21513,KASAPURAM,17,AMARAVATI A &BU,2,6,KURNOOL,2,1,Rural,2,ANDHRA PRADESH,4,ANANTAPUR,515002306,,
21516,CHEEPURAPALLE (EAST),17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,5,1,Rural,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002357,,
21517,CURRENCY ADMINISTRATION DEPARTMENTTIRUPATHI,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,9,3,Urban,2,ANDHRA PRADESH,6,CHITTOOR,,,
21519,DEMAKETHEPALLI,17,AMARAVATI A &BU,2,6,KURNOOL,2,1,Rural,2,ANDHRA PRADESH,4,ANANTAPUR,515002842,,
21520,DUPPITURU APSEZ,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,2,1,Rural,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002350,,
21522,T CIRCLE BRANCHKALYANDURG,17,AMARAVATI A &BU,2,6,KURNOOL,2,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002624,,
21523,BAZARBRANCHBETAMCHERLA,17,AMARAVATI A &BU,2,6,KURNOOL,4,2,Semi-Urban,2,ANDHRA PRADESH,22,KURNOOL,518002634,,
21524,LINGABOINACHERLA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,4,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002863,,
21525,KORRAPADU,17,AMARAVATI A &BU,2,4,GUNTUR,2,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,522002506,,
21526,MADIKI,17,AMARAVATI A &BU,1,3,KAKINADA,1,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002631,,
21529,LINGAIAH STREETPALAMANER,17,AMARAVATI A &BU,2,5,TIRUPATI,4,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002685,,
21554,NORTH RAJUPALEM TOWN,17,AMARAVATI A &BU,2,5,TIRUPATI,5,1,Rural,2,ANDHRA PRADESH,30,NELLORE,524002587,,
21555,INAMADUGU,17,AMARAVATI A &BU,2,5,TIRUPATI,5,1,Rural,2,ANDHRA PRADESH,30,NELLORE,524002583,,
21564,PEDDANAPALLE,17,AMARAVATI A &BU,1,3,KAKINADA,2,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002587,,
21582,CHINNA BAZAR BRANCHVETAPALEM,17,AMARAVATI A &BU,2,4,GUNTUR,2,2,Semi-Urban,2,ANDHRA PRADESH,30,NELLORE,523002725,,
21585,VELGODE,17,AMARAVATI A &BU,2,6,KURNOOL,4,2,Semi-Urban,2,ANDHRA PRADESH,22,KURNOOL,518002532,,
21589,KRISHNAPURAM,17,AMARAVATI A &BU,2,5,TIRUPATI,1,1,Rural,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002018,,
21596,RASMECCC GUNTUR,17,AMARAVATI A &BU,1,1,VIJAYAWADA,9,3,Urban,2,ANDHRA PRADESH,12,GUNTUR,522004988,,
21598,GURUZALA BAZARBRANCH GURAZALA,17,AMARAVATI A &BU,2,4,GUNTUR,3,2,Semi-Urban,2,ANDHRA PRADESH,12,GUNTUR,522002624,,
21599,CHIKKALA,17,AMARAVATI A &BU,1,3,KAKINADA,5,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002566,,
21605,ADDA ROAD JUNCTION BRANCHTIMMAPURAM,17,AMARAVATI A &BU,1,3,KAKINADA,2,1,Rural,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002670,,
21606,ANANTHAPURAM ROAD BRANCHGOOTY,17,AMARAVATI A &BU,2,6,KURNOOL,2,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002526,,
21612,CHEDIKADA ROADBRANCHCHODAVARAM,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,2,2,Semi-Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002206,,
21614,NIDAMARRU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002646,,
21623,PENTAPADU,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002645,,
21624,DHARMAJI GUDEM,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002784,,
21625,JAMMALAMADUGU BAZAR,17,AMARAVATI A &BU,2,5,TIRUPATI,1,2,Semi-Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002110,,
21626,MARKET STREET BRANCHGORANTLA,17,AMARAVATI A &BU,2,6,KURNOOL,1,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002688,,
21631,BRUNDAVANAMBRANCHPAYAKARAO PET,17,AMARAVATI A &BU,1,3,KAKINADA,2,2,Semi-Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002528,,
21633,HUKUMPETARAJAHMUNDRY,17,AMARAVATI A &BU,1,3,KAKINADA,1,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002126,,
21643,VIDYUT NAGAR BR,17,AMARAVATI A &BU,2,6,KURNOOL,1,3,Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002019,,
21644,KALYANDURG ROAD BRANANTAPUR,17,AMARAVATI A &BU,2,6,KURNOOL,1,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002020,,
21646,MALLAVOLU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002788,,
21647,VUTUKURU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002586,,
21648,MUPPALLA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002547,,
21649,PARITALA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,2,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,520002525,,
21650,PEDA TADEPALLI,17,AMARAVATI A &BU,1,3,KAKINADA,5,3,Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002108,,
21651, T.B. ROADBRANCH ALLAGADDA,17,AMARAVATI A &BU,2,6,KURNOOL,4,2,Semi-Urban,2,ANDHRA PRADESH,22,KURNOOL,518002647,,
21659,BALAJI COMPLEX - NANDYAL,17,AMARAVATI A &BU,2,6,KURNOOL,4,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002111,,
21660,NANDYAL ROAD-KURNOOL,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002024,,
21661,TIRUCHANURU ROADTIRUPATI,17,AMARAVATI A &BU,2,5,TIRUPATI,3,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002034,,
21665,TANUKU OLD TOWN,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002207,,
21666,VAJRALAPETA BRANCHPENUKONDA,17,AMARAVATI A &BU,2,6,KURNOOL,2,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002689,,
21676,PERAVALI,17,AMARAVATI A &BU,1,3,KAKINADA,5,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002602,,
21681,MARUTHINAGAR BRANCHKADAPA,17,AMARAVATI A &BU,2,5,TIRUPATI,1,3,Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002019,,
21688,BELUGUPPA,17,AMARAVATI A &BU,2,6,KURNOOL,2,1,Rural,2,ANDHRA PRADESH,4,ANANTAPUR,515002563,,
21691,PODALAKURU,17,AMARAVATI A &BU,2,5,TIRUPATI,2,2,Semi-Urban,2,ANDHRA PRADESH,30,NELLORE,524002547,,
21714,RO I VIZAG,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,9,3,Urban,2,ANDHRA PRADESH,38,VISAKHAPATNAM,,,
21719,PANCHAYAT ROAD BRANCH DEVARAPALLI,17,AMARAVATI A &BU,1,1,VIJAYAWADA,5,1,Rural,2,ANDHRA PRADESH,20,KRISHNA,520002648,,
21742,SPL-WOMEN BR,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,1,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002351,,
21752,AKKAYAPALLI BRANCHKADAPA,17,AMARAVATI A &BU,2,5,TIRUPATI,1,3,Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002021,,
21755, LBS ROAD BRANCH PILER,17,AMARAVATI A &BU,2,5,TIRUPATI,4,2,Semi-Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002607,,
21761,AMARAPURAM ROAD BRANCH MADAKASIRA,17,AMARAVATI A &BU,2,6,KURNOOL,2,2,Semi-Urban,2,ANDHRA PRADESH,4,ANANTAPUR,515002664,,
21762,BALAJI NAGARBRANCHGUDUR,17,AMARAVATI A &BU,2,5,TIRUPATI,3,2,Semi-Urban,2,ANDHRA PRADESH,30,NELLORE,524002105,,
21769,BAZAR BR KOVVUR,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002565,,
21774,AUTONAGAR BRANCHVSP,17,AMARAVATI A &BU,1,2,VISAKHAPATNAM,3,4,Metro,2,ANDHRA PRADESH,38,VISAKHAPATNAM,530002352,,
21778,YSR NAGAR BRANCHMYDUKUR,17,AMARAVATI A &BU,2,5,TIRUPATI,1,2,Semi-Urban,2,ANDHRA PRADESH,8,Y.S.R.(KADAPA),516002111,,
21781,SANTHINAGAR ELURU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,3,Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002017,,
21791,BONDADA,17,AMARAVATI A &BU,1,1,VIJAYAWADA,4,1,Rural,2,ANDHRA PRADESH,42,WEST GODAVARI,534002415,,
21792,GANAPATHI CENTRE BRANCH NIDADAVOLE,17,AMARAVATI A &BU,1,3,KAKINADA,5,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002604,,
21793,ANGALAKUDURU-KOPALLE,17,AMARAVATI A &BU,2,4,GUNTUR,5,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,522002672,,
21794,NANDIVELUGU,17,AMARAVATI A &BU,2,4,GUNTUR,5,1,Rural,2,ANDHRA PRADESH,12,GUNTUR,520002147,,
21803,M R PALLE CIRCLE BRANCH TIRUPATI,17,AMARAVATI A &BU,2,5,TIRUPATI,3,3,Urban,2,ANDHRA PRADESH,6,CHITTOOR,517002035,,
21804, STATION ROAD BRANCHANNAVARAM,17,AMARAVATI A &BU,1,3,KAKINADA,2,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002605,,
21805,PASALAPUDI,17,AMARAVATI A &BU,1,3,KAKINADA,3,1,Rural,2,ANDHRA PRADESH,10,EAST GODAVARI,533002405,,
21806,KONTHAMURRU,17,AMARAVATI A &BU,1,3,KAKINADA,1,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002129,,
21807, OLD TOWN BRANCHRAJANAGARAM,17,AMARAVATI A &BU,1,3,KAKINADA,1,2,Semi-Urban,2,ANDHRA PRADESH,10,EAST GODAVARI,533002788,,
21811,TOWN BRANCHSINGARAYAKONDA,17,AMARAVATI A &BU,2,4,GUNTUR,4,2,Semi-Urban,2,ANDHRA PRADESH,34,PRAKASAM,523002686,,
21819,BALAJI NAGAR-KURNOOL,17,AMARAVATI A &BU,2,6,KURNOOL,3,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002025,,
21820,VISHWA NAGARNGO COLONY BRANCHNANDYAL,17,AMARAVATI A &BU,2,6,KURNOOL,4,3,Urban,2,ANDHRA PRADESH,22,KURNOOL,518002112,,
21822,PEDAPADU,17,AMARAVATI A &BU,1,1,VIJAYAWADA,3,2,Semi-Urban,2,ANDHRA PRADESH,42,WEST GODAVARI,534002018,,
